factgrid-ubs_combining_criteria	wiki_combining_criteria	factgrid_id	ubs_id	wiki_id	factgrid_name	ubs_name	wiki_name	factgrid_desc	ubs_desc	wiki_desc	factgrid_ref	ubs_ref
similar > 0.9		Q167774	ID_1766ot		Malachi	Malachi		male biblical protagonist (Malachi 1:1)	prophet		Malachi 1:1	[(39, 1, 1, 1)]
similar > 0.9		Q167783	ID_1778ot		Malchiah	Malchi-Shua		male biblical protagonist (1 Chronicles 9:12)	son of king Saul; tribe of Benjamin		1 Chronicles 9:12	[(9, 1, 14, 1), (9, 1, 31, 1), (13, 1, 8, 1), (13, 1, 9, 1), (13, 1, 10, 1)]
similar > 0.9		Q167782	ID_1783ot		Malchiah, son of Hammelech	Malchiram		male biblical protagonist (Jeremiah 38:6)	son of Jehoiachin; tribe of Judah		Jeremiah 38:6	[(13, 1, 3, 1)]
similar > 0.9		Q167779	ID_2072ot		Malchiah, son of Rechab	Semachiah		male biblical protagonist (Nehemiah 3:14)	son of Shemaiah; gatekeeper; tribe of Levi		Nehemiah 3:14	[(13, 1, 26, 1)]
similar > 0.9		Q167790	ID_1773ot		Malchijah	Malluchi		male biblical protagonist (Nehemiah 12:42)	priest; family head; tribe of Levi; after exile		Nehemiah 12:42	[(16, 1, 12, 1)]
similar > 0.9		Q167792	ID_168ot		Malchiram, son of Jehoiachin	Ahiram		male biblical protagonist (1 Chronicles 3:18)	son of Benjamin		1 Chronicles 3:18	[(4, 1, 26, 1)]
similar > 0.9		Q167796	ID_1770ot		Mallothi, son of Heman	Mallothi		male biblical protagonist (1 Chronicles 25:4)	son of Heman; temple singer; time of king David		1 Chronicles 25:4	[(13, 1, 25, 1), (13, 1, 25, 1)]
similar > 0.9		Q167805	ID_720nt		Manaen	Manaen		male biblical protagonist (Acts 13:1)	a prophet and teacher in the church at Antioch		Acts 13:1	[(44, 13, 1, 24)]
similar > 0.9		Q167808	ID_1800ot		Manasseh	Manassite		male biblical protagonist (Ezra 10:30)	member of tribe of Manasseh		Ezra 10:30	[(5, 1, 4, 1), (5, 1, 29, 1), (12, 1, 10, 1), (13, 1, 26, 1)]
similar > 0.9		Q167816	ID_1809ot		Maon, son of Shammai	Maon		male biblical protagonist (1 Chronicles 2:45)	location; territory of Judah		1 Chronicles 2:45	[(6, 1, 15, 1), (9, 1, 23, 1), (9, 1, 23, 1), (9, 1, 25, 1)]
similar > 0.9	ubs names	Q167821	ID_722nt	Q232453	Martha, daughter of Father of Martha and Mary and Lazarus	Martha	Martha	female biblical protagonist (Luke 10:38)	a sister of Mary (b) and Lazarus (a) of Bethany	biblical figure	Luke 10:38	[(42, 10, 38, 15), (42, 10, 40, 3), (42, 10, 41, 7), (42, 10, 41, 8), (43, 11, 1, 13), (43, 11, 5, 6), (43, 11, 19, 9), (43, 11, 20, 3), (43, 11, 21, 4), (43, 11, 24, 4), (43, 11, 30, 19), (43, 11, 39, 13), (43, 12, 2, 8)]
similar > 0.9	ubs names	Q167825	ID_723nt	Q6778755	Mary, mother of John Mark	Mary	Mary	female biblical protagonist (Acts 12:12), mother of John Mark and sister of Barnabas (?)	the mother of Jesus Christ	mother of James (the Less) and Joseph	Acts 12:12	[(40, 1, 16, 8), (40, 1, 18, 13), (40, 1, 20, 19), (40, 2, 11, 10), (40, 13, 55, 13), (41, 6, 3, 9), (42, 1, 27, 16), (42, 1, 30, 8), (42, 1, 34, 3), (42, 1, 38, 3), (42, 1, 39, 3), (42, 1, 41, 8), (42, 1, 46, 3), (42, 1, 56, 3), (42, 2, 5, 3), (42, 2, 16, 8), (42, 2, 19, 3), (42, 2, 34, 8), (44, 1, 14, 11)]
similar > 0.9	ubs names	Q167828	ID_1876ot	Q13418757	Mash, son of Aram	Mash	Mash	male biblical protagonist (Genesis 10:23)	son of Aram; descendant of Shem	biblical figure, son of Aram	Genesis 10:23	[(1, 1, 10, 1)]
similar > 0.9		Q167831	ID_1733ot		Matred, daughter of Mezahab	Matred		female biblical protagonist (Genesis 36:39)	daughter of Mezahab; mother of Mehetabel		Genesis 36:39	[(1, 1, 36, 1), (13, 1, 1, 1)]
similar > 0.9	ubs names	Q167834	ID_727nt	Q11936164	Mattan	Matthan	Matthan	male biblical protagonist (Jeremiah 38:1)	a person in the genealogy of Jesus	Biblical character, son of Eleazar	Jeremiah 38:1	[(40, 1, 15, 10), (40, 1, 15, 11)]
similar > 0.9		Q167840	ID_1908ot		Mattaniah	Mattattah		male biblical protagonist (Ezra 10:27)	man; married foreign wife; after exile		Ezra 10:27	[(15, 1, 10, 1)]
similar > 0.9		Q167842	ID_1901ot		Mattaniah	Mattanah		male biblical protagonist (Ezra 10:37)	location along route of exodus		Ezra 10:37	[(4, 1, 21, 1), (4, 1, 21, 1)]
similar > 0.9		Q167836	ID_1910ot		Mattaniah, son of Heman	Mattitiah		male biblical protagonist (1 Chronicles 25:4)	son of Jeduthun; temple singer; time of king David		1 Chronicles 25:4	[(13, 1, 15, 1), (13, 1, 15, 1), (13, 1, 25, 1), (13, 1, 25, 1)]
similar > 0.9		Q167835	ID_1909ot		Mattaniah, son of Micah	Mattitiah		male biblical protagonist (1 Chronicles 9:15)	son of Shallum; Levite		1 Chronicles 9:15	[(13, 1, 9, 1)]
similar > 0.9		Q167846	ID_728nt		Mattatha, son of Nathan	Mattatha		male biblical protagonist (Luke 3:31)	a person in the genealogy of Jesus		Luke 3:31	[(42, 3, 31, 6)]
similar > 0.9		Q167848	ID_729nt		Mattathias, son of Amos	Mattathias		male biblical protagonist (Luke 3:25)	the son of Amos in the genealogy of Jesus		Luke 3:25	[(42, 3, 25, 2)]
similar > 0.9		Q167853	ID_712nt		Matthan, son of Eleazar	Matthat		male biblical protagonist (Matthew 1:15)	the father of Eli in the genealogy of Jesus		Matthew 1:15	[(42, 3, 24, 2)]
similar > 0.9		Q167856	ID_711nt		Matthew, son of Alphaeus, disciple of Jesus	Matthew		male biblical protagonist (Matthew 9:9)	a tax collector and one of the twelve apostles, generally regarded as being the same as Λευί Levi		Matthew 9:9	[(40, 9, 9, 12), (40, 10, 3, 6), (41, 3, 18, 8), (42, 6, 15, 2), (44, 1, 13, 25)]
similar > 0.9		Q167863	ID_1737ot		Medad	Medad		male biblical protagonist (Numbers 11:26)	elder of Israel; time of Moses		Numbers 11:26	[(4, 1, 11, 1), (4, 1, 11, 1)]
similar > 0.9		Q167865	ID_1695ot		Mehetabeel	Mehetabel		male biblical protagonist (Nehemiah 6:10)	daughter of Matred; wife of Hadar, king of Edom		Nehemiah 6:10	[(1, 1, 36, 1), (13, 1, 1, 1)]
similar > 0.9	similarity > 1.3	Q167868	ID_1722ot	Q3062478	Mehir, son of Chelub	Mehir	Melchior	male biblical protagonist (1 Chronicles 4:11)	son of Chelub; tribe of Judah	according to Christian tradition, a king of Persia, the eldest of the three Magi that visited Jesus, who brought the gift of gold	1 Chronicles 4:11	[(13, 1, 4, 1)]
similar > 0.9		Q167874	ID_736nt		Melchi, son of Addi	Melchi		male biblical protagonist (Luke 3:28)	the father of Levi in the genealogy of Jesus		Luke 3:28	[(42, 3, 24, 6)]
similar > 0.9	ubs names	Q167876	ID_1777ot	Q219395	Melchisedec	Melchizedek	Melchizedek	male biblical protagonist (Genesis 14:18)	king of Salem	person in the Bible; King of Salem and priest of the Most High (Gen. 14)	Genesis 14:18	[(1, 1, 14, 1), (19, 2, 20, 1)]
similar > 0.9	ubs names	Q167882	ID_547ot	Q225198	Melzar	Belshazzar	Belshazzar	male biblical protagonist (Daniel 1:11)	king of Babylon	Biblical king of Babylonia in the Book of Daniel	Daniel 1:11	[(27, 1, 5, 1), (27, 1, 5, 1), (27, 1, 5, 1), (27, 1, 5, 1), (27, 1, 5, 1), (27, 1, 5, 1), (27, 1, 7, 1), (27, 1, 8, 1)]
similar > 0.9		Q167885	ID_739nt		Menan, son of Mattatha	Menna		male biblical protagonist (Luke 3:31)	a person in the genealogy of Jesus		Luke 3:31	[(42, 3, 31, 4)]
similar > 0.9	ubs names	Q167888	ID_1823ot	Q851686	Mephibosheth, son of Jonathan	Mephibosheth	Mephibosheth	male biblical protagonist (2 Samuel 4:4)	son of king Saul; tribe of Benjamin	biblical character	2 Samuel 4:4	[(10, 1, 21, 1)]
similar > 0.9	ubs names	Q167889	ID_1842ot	Q10581739	Merab, daughter of Saul and Ahinoam	Merab	Merab	female biblical protagonist (1 Samuel 14:49)	daughter of king Saul	elder daughter of Saul	1 Samuel 14:49	[(9, 1, 14, 1), (9, 1, 18, 1), (9, 1, 18, 1)]
similar > 0.9		Q167891	ID_1868ot		Meraioth, son of Zerahiah	Merari(te)		male biblical protagonist (1 Chronicles 6:6)	son of Levi		1 Chronicles 6:6	[(1, 1, 46, 1), (2, 1, 6, 1), (2, 1, 6, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 4, 1), (4, 1, 7, 1), (4, 1, 10, 1), (4, 1, 26, 1), (6, 1, 21, 1), (6, 1, 21, 1), (6, 1, 21, 1), (13, 1, 5, 1), (13, 1, 6, 1), (13, 1, 6, 1), (13, 1, 6, 1), (13, 1, 6, 1), (13, 1, 6, 1), (13, 1, 6, 1), (13, 1, 6, 1), (13, 1, 9, 1), (13, 1, 15, 1), (13, 1, 15, 1), (13, 1, 23, 1), (13, 1, 23, 1), (13, 1, 24, 1), (13, 1, 24, 1), (13, 1, 26, 1), (13, 1, 26, 1), (13, 1, 29, 1), (13, 1, 34, 1), (15, 1, 8, 1)]
similar > 0.9	ubs names	Q167895	ID_2090ot	Q44126900	Mered, son of Ezra	Sered	Sered	male biblical protagonist (1 Chronicles 4:17)	son of Zebulun	biblical figure	1 Chronicles 4:17	[(1, 1, 46, 1), (4, 1, 26, 1)]
similar > 0.9		Q167903	ID_1752ot		Mesha, son of Caleb	Mesha		male biblical protagonist (1 Chronicles 2:42)	son of Caleb; tribe of Judah		1 Chronicles 2:42	[(13, 1, 2, 1)]
similar > 0.9	ubs names	Q167901	ID_1884ot	Q30973	Meshech, son of Japheth	Meshech	Meshech	male biblical protagonist (Genesis 10:2)	son of Shem, Japheth	biblical figure	Genesis 10:2	[(1, 1, 10, 1), (13, 1, 1, 1), (13, 1, 1, 1), (19, 2, 30, 1), (26, 1, 27, 1), (26, 1, 32, 1), (26, 1, 38, 1), (26, 1, 38, 1), (26, 1, 39, 1)]
similar > 0.9		Q167910	ID_1883ot		Meshezabeel	Meshezabel		male biblical protagonist (Nehemiah 10:21)	grandfather of Meshullam, after exile		Nehemiah 10:21	[(16, 1, 3, 1)]
similar > 0.9		Q167912	ID_1890ot		Meshillemith, son of Immer	Meshillemith		male biblical protagonist (1 Chronicles 9:12)	son of Immer; ancestor of Maasai (Amashsai), priest		1 Chronicles 9:12	[(13, 1, 9, 1)]
similar > 0.9		Q167919	ID_1894ot		Meshullam, son of Elpaal	Misham		male biblical protagonist (1 Chronicles 8:17)	son of Elpaal; tribe of Benjamin		1 Chronicles 8:17	[(13, 1, 8, 1)]
similar > 0.9		Q167931	ID_2130ot		Meshullam, son of Joed	Adullam		male biblical protagonist (Nehemiah 11:7)	location		Nehemiah 11:7	[(6, 1, 12, 1), (6, 1, 15, 1), (9, 1, 22, 1), (10, 1, 23, 1), (13, 1, 11, 1), (14, 1, 11, 1), (16, 1, 11, 1), (33, 1, 1, 1)]
similar > 0.9		Q167937	ID_1891ot		Meshullemeth, daughter of Haruz	Meshullemeth		female biblical protagonist (2 Kings 21:19)	daughter of Haruz; wife of king Manasseh; mother of king Amon		2 Kings 21:19	[(12, 1, 21, 1)]
similar > 0.9	ubs names	Q167939	ID_1899ot	Q156290	Methuselah, son of Enoch	Methuselah	Methuselah	male biblical protagonist (Genesis 5:21)	son of Enoch; descendant of Seth	the longest lived of all figures mentioned in the Bible	Genesis 5:21	[(1, 1, 5, 1), (1, 1, 5, 1), (1, 1, 5, 1), (1, 1, 5, 1), (1, 1, 5, 1), (13, 1, 1, 1)]
similar > 0.9		Q167944	ID_1669ot		Mibhar, son of Haggeri	Mibhar		male biblical protagonist (1 Chronicles 11:38)	son of Hagri; warrior; time of king David		1 Chronicles 11:38	[(13, 1, 11, 1)]
similar > 0.9	ubs names	Q167946	ID_1672ot	Q14925213	Mibsam, son of Shallum	Mibsam	Mibsam	male biblical protagonist (1 Chronicles 4:25)	son of Ishmael	Biblical figure	1 Chronicles 4:25	[(1, 1, 25, 1), (13, 1, 1, 1)]
similar > 0.9	ubs names	Q167954	ID_1741ot	Q1531578	Micah	Micaiah	Micaiah	male biblical protagonist (2 Kings 22:12)	father of Achbor, official; time of Josiah	biblical prophet, disciple of Elijah	2 Kings 22:12	[(12, 1, 22, 1)]
similar > 0.9	ubs names	Q167949	ID_1776ot	Q1752707	Micah, son of Shimei	Milcah	Milcah	male biblical protagonist (1 Chronicles 5:5)	daughter of Haran; wife of Nahor	Biblical character	1 Chronicles 5:5	[(1, 1, 11, 1), (1, 1, 22, 1), (1, 1, 22, 1), (1, 1, 24, 1), (1, 1, 24, 1), (1, 1, 24, 1)]
similar > 0.9	similarity > 1.3	Q167952	ID_1738ot	Q4293448	Micah, son of Zichri	Mica	Milcah	male biblical protagonist (1 Chronicles 9:15)	descendant of king Saul; tribe of Benjamin	biblical character, daughter of Zelophehad	1 Chronicles 9:15	[(10, 1, 9, 1)]
similar > 0.9	ubs names	Q167956	ID_1744ot	Q1341397	Micha	Michal	Michal	male biblical protagonist (Nehemiah 10:11)	woman; daughter of king Saul; wife of king David	daughter of Saul, king of the United Kingdom of Israel	Nehemiah 10:11	[(9, 1, 14, 1), (9, 1, 18, 1), (9, 1, 18, 1), (9, 1, 18, 1), (9, 1, 19, 1), (9, 1, 19, 1), (9, 1, 19, 1), (9, 1, 19, 1), (9, 1, 25, 1), (10, 1, 3, 1), (10, 1, 3, 1), (10, 1, 6, 1), (10, 1, 6, 1), (10, 1, 6, 1), (10, 1, 6, 1), (10, 1, 21, 1), (13, 1, 15, 1)]
similar > 0.9		Q167964	ID_1779ot		Michael, son of Izrahiah	Malchiel		male biblical protagonist (1 Chronicles 7:3)	son of Beriah; tribe of Asher		1 Chronicles 7:3	[(1, 1, 46, 1), (4, 1, 26, 1), (13, 1, 7, 1)]
similar > 0.9		Q167972	ID_1743ot		Michaiah	Micaiah		male biblical protagonist (2 Chronicles 17:7)	woman; daughter of Uriel; mother of Abijah		2 Chronicles 17:7	[(14, 1, 13, 1)]
similar > 0.9		Q167978	ID_1759ot		Michal, daughter of Saul and Ahinoam	Michmash		female biblical protagonist (1 Samuel 14:49)	town; territory of Benjamin		1 Samuel 14:49	[(9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 14, 1), (9, 1, 14, 1), (15, 1, 2, 1), (16, 1, 7, 1), (16, 1, 11, 1), (23, 1, 10, 1)]
similar > 0.9		Q167985	ID_1834ot		Mikloth	Mikloth		male biblical protagonist (1 Chronicles 27:4)	son of Jeiel; tribe of Benjamin		1 Chronicles 27:4	[(13, 1, 8, 1), (13, 1, 9, 1), (13, 1, 9, 1)]
similar > 0.9		Q167987	ID_1787ot		Milalai, son of Jonathan	Milalai		male biblical protagonist (Nehemiah 12:36)	priest; after exile		Nehemiah 12:36	[(16, 1, 12, 1)]
similar > 0.9	ubs names	Q167989	ID_1724ot	Q4285720	Milcah, daughter of Zelophehad	Mahlah	Mahlah	female biblical protagonist (Numbers 26:33)	daughter of Zelophehad; tribe of Manasseh	biblical character, daughter of Zelophehad	Numbers 26:33	[(4, 1, 26, 1), (4, 1, 27, 1), (4, 1, 36, 1), (6, 1, 17, 1)]
similar > 0.9	ubs names	Q167994	ID_1859ot	Q1938388	Miriam, daughter of Amram and Jochebed	Miriam	Miriam	female biblical protagonist (Exodus 15:20), daughter of Amram	sister of Moses; tribe of Levi	sister of Moses and Aaron	Exodus 15:20	[(2, 1, 15, 1), (2, 1, 15, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 12, 1), (4, 1, 20, 1), (4, 1, 26, 1), (5, 1, 24, 1), (13, 1, 5, 1), (33, 1, 6, 1)]
similar > 0.9		Q167996	ID_1860ot		Mirma, son of Shaharaim and Hodesh	Mirmah		male biblical protagonist (1 Chronicles 8:10)	son of Shaharaim; tribe of Benjamin		1 Chronicles 8:10	[(13, 1, 8, 1)]
similar > 0.9		Q168000	ID_1506ot		Misham, son of Elpaal	Ishpah		male biblical protagonist (1 Chronicles 8:12)	son of Beria; family head; tribe of Benjamin		1 Chronicles 8:12	[(13, 1, 8, 1)]
similar > 0.9		Q168002	ID_1478ot		Mishma, son of Mibsam	Ishbah		male biblical protagonist (1 Chronicles 4:25)	son of Mered; tribe of Judah		1 Chronicles 4:25	[(13, 1, 4, 1)]
similar > 0.9	ubs names	Q168008	ID_1831ot	Q1369215	Mizraim, son of Ham	Mizraim	Mizraim	male biblical protagonist (Genesis 10:6)	son of Ham; ancestor of Egyptians; hence Egypt	biblical character (Genesis 10:6)	Genesis 10:6	[(15, 1, 9, 1)]
similar > 0.9		Q168013	ID_1775ot		Molech	Molech		male biblical protagonist (Leviticus 18:21)	Cananite deity, to whom young children used to be sacrificed		Leviticus 18:21	[(3, 1, 18, 1), (3, 1, 20, 1), (3, 1, 20, 1), (3, 1, 20, 1), (3, 1, 20, 1), (11, 1, 11, 1), (12, 1, 23, 1), (24, 1, 32, 1)]
